origin_time,Ev. Lat,Ev. Long,Ev. Depth,Station,St. Lat,St. Long,Delay 2-4,Delay 4-8,Delay 8-16,Delay 16-32
2006-04-03T08:35:53.824335,35.654599,26.469252,39.916992,LAST,35.16,25.48,1.761,1.581,1.401,
2006-04-03T08:35:53.824335,35.654599,26.469252,39.916992,RHOS,36.011,27.8197,2.910998,3.620998,5.780998,4.510998
2006-04-03T08:35:53.824335,35.654599,26.469252,39.916992,ANID,36.6251,25.6847,0.714996,1.894996,1.404996,0.664996
2006-04-03T08:35:53.824335,35.654599,26.469252,39.916992,AMOS,36.7956,25.769,0.914004,1.124004,1.024004,1.404004
2006-04-03T08:35:53.824335,35.654599,26.469252,39.916992,AMOE,36.915,25.9788,1.194,1.354,1.094,2.004
2006-04-03T08:35:53.824335,35.654599,26.469252,39.916992,NAXO,36.98,25.44,1.376998,2.056998,1.716998,1.126998
2006-04-03T08:35:53.824335,35.654599,26.469252,39.916992,APE,37.07,25.53,1.112,1.572,1.392,
2006-04-03T08:35:53.824335,35.654599,26.469252,39.916992,TUR9,36.7015,28.0887,4.573,0.383,1.813,3.603
2006-04-05T09:14:30.951179,35.359467,27.118458,36.376953,KASO,35.4115,26.9152,0.595997,1.165997,1.125997,1.045997
2006-04-05T09:14:30.951179,35.359467,27.118458,36.376953,KAPA,35.6402,27.1376,0.870997,1.990997,0.820997,14.210997
2006-04-05T09:14:30.951179,35.359467,27.118458,36.376953,ZKR,35.11,26.22,2.535999,2.795999,2.935999,
2006-04-05T09:14:30.951179,35.359467,27.118458,36.376953,RHOS,36.011,27.8197,3.237001,2.607001,9.347001,3.337001
2006-04-05T20:51:37.811599,36.371613,23.647137,53.466797,KYTH,36.1704,22.9887,2.438001,1.948001,1.058001,4.768001
2006-04-05T20:51:37.811599,36.371613,23.647137,53.466797,AKYT,35.8686,23.2999,1.764004,1.734004,1.574004,1.714004
2006-04-05T20:51:37.811599,36.371613,23.647137,53.466797,SERI,37.161,24.4853,2.008003,0.568003,0.578003,1.168003
2006-04-05T20:51:37.811599,36.371613,23.647137,53.466797,IDHR,37.3908,23.2591,0.450001,4.720001,0.900001,1.720001
2006-04-05T20:51:37.811599,36.371613,23.647137,53.466797,PE02,37.8958,22.4907,1.946002,5.006002,2.606002,9.336002
2006-04-06T22:33:47.501615,36.591688,26.736666,142.822266,KAPA,35.6402,27.1376,1.114999,1.614999,1.174999,1.274999
2006-04-06T22:33:47.501615,36.591688,26.736666,142.822266,RHOS,36.011,27.8197,2.843,1.493,1.923,0.813
2006-04-06T22:33:47.501615,36.591688,26.736666,142.822266,APE,37.07,25.53,0.751999,14.831999,14.531999,
2006-04-06T22:33:47.501615,36.591688,26.736666,142.822266,ZKR,35.11,26.22,2.284001,2.324001,4.644001,
2006-04-06T22:33:47.501615,36.591688,26.736666,142.822266,LAST,35.16,25.48,1.428999,1.168999,1.568999,
2006-04-06T22:33:47.501615,36.591688,26.736666,142.822266,TUR8,36.8273,28.939,1.385001,1.655001,1.585001,2.405001
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,ASTY,36.5795,26.4114,0.686002,0.596002,14.046002,3.336002
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,KOSI,36.7449,26.9517,1.068003,1.058003,0.808003,9.458003
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,AMOE,36.915,25.9788,1.064,0.634,13.924,12.774
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,AMOS,36.7956,25.769,1.051003,0.681003,14.551003,14.511003
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,TUR7,36.7017,27.5697,0.877,14.977,4.087,14.827
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,SCHI,36.8744,25.518,1.035002,0.875002,8.815002,8.515002
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,APE,37.07,25.53,0.858998,0.818998,4.878998,
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,NAXO,36.98,25.44,1.029003,8.099003,8.659003,10.049003
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,IOSI,36.7347,25.3618,0.461998,6.111998,6.871998,7.061998
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,KAPA,35.6402,27.1376,1.854,1.134,2.934,1.824
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,RHOS,36.011,27.8197,3.086002,0.676002,1.346002,1.246002
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,FOLE,36.6216,24.9197,0.634,3.354,10.374,2.994
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,ZKR,35.11,26.22,2.184005,2.744005,2.344005,
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,SERI,37.161,24.4853,0.369002,5.079002,12.789002,10.939002
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,IDI,35.29,24.89,3.644997,0.957497,3.257497,2.532497
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,RETH,35.2934,24.4948,4.402001,4.532001,1.972001,1.972001
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,AKYT,35.8686,23.2999,6.121003,9.151003,2.371003,7.941003
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,PE10,36.6469,22.8982,4.387002,2.687002,4.727002,3.747002
2006-04-07T06:43:37.278657,36.601734,26.625713,142.456055,PE09,36.7921,21.8879,3.831,1.711,4.201,0.831
2006-04-09T16:55:49.995678,37.646823,22.679253,61.645508,PE05,37.5128,22.4553,1.268002,1.048002,1.638002,2.048002
2006-04-09T16:55:49.995678,37.646823,22.679253,61.645508,PE02,37.8958,22.4907,0.620997,0.640997,0.680997,0.660997
2006-04-09T16:55:49.995678,37.646823,22.679253,61.645508,IDHR,37.3908,23.2591,1.461003,1.621003,1.691003,3.831003
2006-04-09T16:55:49.995678,37.646823,22.679253,61.645508,PE06,37.1787,21.9252,3.708998,4.118998,1.058998,0.248998
2006-04-09T16:59:40.937470,37.628016,22.666897,62.133789,PE05,37.5128,22.4553,1.242997,1.012997,1.612997,2.022997
2006-04-09T16:59:40.937470,37.628016,22.666897,62.133789,PE02,37.8958,22.4907,0.628997,0.638997,0.678997,0.948997
2006-04-09T16:59:40.937470,37.628016,22.666897,62.133789,IDHR,37.3908,23.2591,1.158998,1.418998,1.488998,0.098998
2006-04-09T16:59:40.937470,37.628016,22.666897,62.133789,PE01,38.017,22.0283,0.890001,1.840001,2.560001,13.600001
2006-04-09T16:59:40.937470,37.628016,22.666897,62.133789,PE10,36.6469,22.8982,0.765002,1.545002,2.075002,1.445002
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,AKYT,35.8686,23.2999,1.346998,1.256998,1.096998,1.236998
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,KYTH,36.1704,22.9887,0.834004,1.654004,0.544004,0.534004
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,PE10,36.6469,22.8982,0.593997,3.043997,1.883997,1.183997
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,PE11,36.4834,22.4785,5.049,4.449,3.119,1.719
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,PE08,36.8311,22.442,1.242003,2.942003,3.522003,0.852003
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,IDHR,37.3908,23.2591,3.935999,2.505999,2.825999,2.425999
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,SERI,37.161,24.4853,2.163997,0.813997,0.413997,1.403997
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,AT04,37.7252,24.0496,1.253002,1.343002,1.693002,4.193002
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,IOSI,36.7347,25.3618,2.671,2.571,1.411,1.881
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,PARS,37.0285,25.2253,5.109999,7.719999,4.679999,0.009999
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,NAXO,36.98,25.44,10.324,1.954,1.794,1.234
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,AT02,38.0473,23.8638,1.450997,3.960997,3.990997,3.180997
2006-04-09T20:32:59.982170,36.154174,23.380369,58.959961,LAST,35.16,25.48,1.647006,2.847006,1.567006,
2006-04-11T05:36:4.053275,36.283429,24.152109,63.720703,FOLE,36.6216,24.9197,1.028,1.848,2.578,6.138
2006-04-11T05:36:4.053275,36.283429,24.152109,63.720703,AKYT,35.8686,23.2999,3.483,0.713,2.413,4.023
2006-04-11T05:36:4.053275,36.283429,24.152109,63.720703,KYTH,36.1704,22.9887,1.558001,1.628001,1.618001,1.138001
2006-04-11T05:36:4.053275,36.283429,24.152109,63.720703,RETH,35.2934,24.4948,1.518002,0.608002,0.998002,2.198002
2006-04-11T05:36:4.053275,36.283429,24.152109,63.720703,IDI,35.29,24.89,3.730998,4.968498,2.355998,2.118498
2006-04-11T05:36:4.053275,36.283429,24.152109,63.720703,NAXO,36.98,25.44,0.463001,0.433001,10.513001,8.413001
2006-04-11T05:36:4.053275,36.283429,24.152109,63.720703,SCHI,36.8744,25.518,1.212001,1.142001,5.512001,0.772001
2006-04-11T05:36:4.053275,36.283429,24.152109,63.720703,IDHR,37.3908,23.2591,2.985002,2.405002,2.805002,1.185002
2006-04-11T05:36:4.053275,36.283429,24.152109,63.720703,AMOS,36.7956,25.769,1.126999,10.796999,6.506999,13.036999
2006-04-11T05:36:4.053275,36.283429,24.152109,63.720703,LAST,35.16,25.48,1.906001,1.926001,2.246001,
2006-04-11T05:36:4.053275,36.283429,24.152109,63.720703,AMOE,36.915,25.9788,0.647001,6.057001,4.967001,13.447001
2006-04-11T16:03:3.253511,36.340806,27.864173,55.786133,RHON,36.38,28.0844,0.848002,1.238002,1.468002,1.018002
2006-04-11T16:03:3.253511,36.340806,27.864173,55.786133,RHOS,36.011,27.8197,3.005004,2.215004,2.305004,0.525004
2006-04-11T16:03:3.253511,36.340806,27.864173,55.786133,TUR9,36.7015,28.0887,0.897999,0.307999,2.597999,0.197999
2006-04-11T16:03:3.253511,36.340806,27.864173,55.786133,TILO,36.4485,27.3535,1.151,1.061,1.431,1.461
2006-04-11T16:03:3.253511,36.340806,27.864173,55.786133,TUR7,36.7017,27.5697,0.799003,0.879003,0.509003,1.569003
2006-04-11T16:03:3.253511,36.340806,27.864173,55.786133,KAPA,35.6402,27.1376,5.159001,5.199001,3.079001,0.979001
2006-04-11T16:03:3.253511,36.340806,27.864173,55.786133,TUR8,36.8273,28.939,3.303002,2.813002,1.723002,7.683002
2006-04-11T16:03:3.253511,36.340806,27.864173,55.786133,SAMO,37.7043,26.8377,1.103003,1.743003,1.803003,2.053003
2006-04-11T16:03:3.253511,36.340806,27.864173,55.786133,NAXO,36.98,25.44,1.261998,0.651998,1.081998,5.891998
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,KYTH,36.1704,22.9887,1.449001,1.399001,1.889001,1.359001
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,PE10,36.6469,22.8982,0.573,0.973,0.813,3.443
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,SERI,37.161,24.4853,1.816998,2.216998,1.546998,1.676998
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,ANPA,37.0323,25.0763,2.431,1.821,4.841,0.361
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,KEAI,37.6232,24.3191,0.855998,0.805998,0.525998,13.515998
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,AT04,37.7252,24.0496,2.830002,3.300002,3.950002,2.460002
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,IOSI,36.7347,25.3618,1.090001,2.550001,2.480001,5.490001
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,PE02,37.8958,22.4907,8.171001,7.751001,7.571001,8.451001
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,AT02,38.0473,23.8638,3.470003,1.520003,3.220003,4.300003
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,AT01,38.0562,24.3784,2.764002,1.764002,2.364002,2.294002
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,ANDR,37.8361,24.9482,4.071004,2.641004,2.801004,1.581004
2006-04-12T14:04:12.715473,36.210701,23.401602,53.588867,ASTY,36.5795,26.4114,4.887996,2.227996,6.877996,3.937996
2006-04-12T17:22:50.218270,36.71822,27.944838,63.110352,TUR9,36.7015,28.0887,3.667001,0.427001,0.537001,12.987001
2006-04-12T17:22:50.218270,36.71822,27.944838,63.110352,TUR7,36.7017,27.5697,1.808002,1.648002,0.678002,0.848002
2006-04-12T17:22:50.218270,36.71822,27.944838,63.110352,RHON,36.38,28.0844,0.852997,0.852997,2.082997,12.572997
2006-04-12T17:22:50.218270,36.71822,27.944838,63.110352,TUR6,37.0159,28.4262,2.573002,2.693002,2.493002,2.443002
2006-04-12T17:22:50.218270,36.71822,27.944838,63.110352,RHOS,36.011,27.8197,0.637003,1.177003,1.087003,1.157003
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,RHON,36.38,28.0844,0.966003,1.606003,1.156003,2.836003
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,RHOS,36.011,27.8197,3.696999,0.916999,1.376999,1.106999
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,TUR9,36.7015,28.0887,4.008001,4.538001,3.948001,3.968001
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,TUR8,36.8273,28.939,1.470998,1.160998,1.210998,1.270998
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,TILO,36.4485,27.3535,4.794999,1.044999,3.414999,1.264999
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,TUR7,36.7017,27.5697,0.813999,0.883999,0.743999,3.033999
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,ZKR,35.11,26.22,3.353998,1.653998,6.993998,
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,SAMO,37.7043,26.8377,1.909997,2.999997,2.039997,2.339997
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,LAST,35.16,25.48,5.598005,2.878005,3.498005,
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,APE,37.07,25.53,2.689003,10.509003,12.969003,
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,NAXO,36.98,25.44,2.892998,2.152998,9.012998,5.882998
2006-04-12T20:38:26.880400,35.98617,28.408134,49.682617,ANPA,37.0323,25.0763,1.390002,0.830002,2.510002,0.810002
2006-04-13T22:17:47.355642,36.31273,27.803169,60.913086,RHON,36.38,28.0844,0.798999,1.428999,0.638999,0.848999
2006-04-13T22:17:47.355642,36.31273,27.803169,60.913086,RHOS,36.011,27.8197,0.455999,0.335999,0.385999,0.465999
2006-04-13T22:17:47.355642,36.31273,27.803169,60.913086,TILO,36.4485,27.3535,0.563999,0.463999,0.823999,0.593999
2006-04-13T22:17:47.355642,36.31273,27.803169,60.913086,TUR7,36.7017,27.5697,0.458002,0.928002,0.718002,1.088002
2006-04-13T22:17:47.355642,36.31273,27.803169,60.913086,KAPA,35.6402,27.1376,1.532997,0.972997,1.012997,1.832997
2006-04-13T22:17:47.355642,36.31273,27.803169,60.913086,ASTY,36.5795,26.4114,0.781,1.111,1.291,11.261
2006-04-13T22:17:47.355642,36.31273,27.803169,60.913086,TUR3,37.4663,27.538,5.142999,1.282999,1.662999,1.412999
2006-04-13T22:17:47.355642,36.31273,27.803169,60.913086,TUR2,37.642,27.2418,2.744002,0.514002,10.034002,9.984002
2006-04-13T22:17:47.355642,36.31273,27.803169,60.913086,AMOS,36.7956,25.769,0.757001,1.787001,0.007001,9.217001
2006-04-15T00:48:17.561227,36.05036,27.807636,51.147461,RHOS,36.011,27.8197,0.533999,0.273999,0.213999,0.393999
2006-04-15T00:48:17.561227,36.05036,27.807636,51.147461,RHON,36.38,28.0844,0.706997,1.086997,0.796997,0.296997
2006-04-15T00:48:17.561227,36.05036,27.807636,51.147461,TILO,36.4485,27.3535,0.713002,0.533002,1.013002,1.013002
2006-04-15T00:48:17.561227,36.05036,27.807636,51.147461,TUR7,36.7017,27.5697,0.748001,0.618001,0.308001,0.818001
2006-04-15T00:48:17.561227,36.05036,27.807636,51.147461,TUR9,36.7015,28.0887,2.144003,2.544003,2.214003,1.664003
2006-04-15T00:48:17.561227,36.05036,27.807636,51.147461,TUR4,37.08,27.8077,0.760001,5.360001,1.280001,1.320001
2006-04-15T00:48:17.561227,36.05036,27.807636,51.147461,TUR5,37.0302,27.3167,3.681997,1.881997,1.291997,10.961997
2006-04-15T03:53:17.107363,37.557492,22.619623,59.570312,PE05,37.5128,22.4553,0.514998,0.844998,0.424998,0.784998
2006-04-15T03:53:17.107363,37.557492,22.619623,59.570312,PE02,37.8958,22.4907,0.623003,0.793003,0.353003,0.483003
2006-04-15T03:53:17.107363,37.557492,22.619623,59.570312,PE07,37.1478,22.8195,1.467001,1.807001,1.317001,1.597001
2006-04-15T03:53:17.107363,37.557492,22.619623,59.570312,IDHR,37.3908,23.2591,1.234999,0.974999,1.924999,1.444999
2006-04-16T02:27:41.407905,36.671792,26.907375,137.451172,TILO,36.4485,27.3535,1.613004,11.423004,10.533004,4.023004
2006-04-16T02:27:41.407905,36.671792,26.907375,137.451172,TUR7,36.7017,27.5697,3.396998,0.986998,13.316998,12.496998
2006-04-16T02:27:41.407905,36.671792,26.907375,137.451172,TUR4,37.08,27.8077,1.379997,7.959997,10.799997,7.679997
2006-04-16T02:27:41.407905,36.671792,26.907375,137.451172,TUR9,36.7015,28.0887,2.321999,2.111999,2.141999,2.091999
2006-04-16T02:27:41.407905,36.671792,26.907375,137.451172,RHON,36.38,28.0844,3.502997,0.702997,1.072997,1.542997
2006-04-16T02:27:41.407905,36.671792,26.907375,137.451172,KASO,35.4115,26.9152,1.488997,0.958997,1.228997,1.528997
2006-04-16T02:27:41.407905,36.671792,26.907375,137.451172,TUR8,36.8273,28.939,4.706998,2.226998,1.116998,2.266998
2006-04-16T02:27:41.407905,36.671792,26.907375,137.451172,ZKR,35.11,26.22,1.851001,1.931001,1.991001,
2006-04-16T02:27:41.407905,36.671792,26.907375,137.451172,IDI,35.29,24.89,0.838004,1.563004,1.650504,0.988004
2006-04-16T19:58:35.225523,35.866503,27.90237,51.025391,RHOS,36.011,27.8197,0.723997,0.433997,0.453997,0.633997
2006-04-16T19:58:35.225523,35.866503,27.90237,51.025391,RHON,36.38,28.0844,0.695997,1.495997,2.895997,0.605997
2006-04-16T19:58:35.225523,35.866503,27.90237,51.025391,TUR9,36.7015,28.0887,2.466001,1.926001,2.676001,1.316001
2006-04-16T19:58:35.225523,35.866503,27.90237,51.025391,TUR7,36.7017,27.5697,1.608998,4.438998,2.648998,2.668998
2006-04-16T19:58:35.225523,35.866503,27.90237,51.025391,KASO,35.4115,26.9152,0.995002,1.265002,1.585002,1.795002
2006-04-16T19:58:35.225523,35.866503,27.90237,51.025391,TUR8,36.8273,28.939,1.213,10.423,10.333,1.363
2006-04-16T19:58:35.225523,35.866503,27.90237,51.025391,ASTY,36.5795,26.4114,11.870997,0.970997,1.770997,14.390997
2006-04-16T19:58:35.225523,35.866503,27.90237,51.025391,ANID,36.6251,25.6847,2.238,0.908,2.528,3.318
2006-04-16T19:58:35.225523,35.866503,27.90237,51.025391,PARS,37.0285,25.2253,0.997998,0.847998,12.727998,12.877998
2006-04-16T20:07:50.624687,35.628421,26.659069,40.283203,KASO,35.4115,26.9152,0.916001,2.076001,0.466001,2.136001
2006-04-16T20:07:50.624687,35.628421,26.659069,40.283203,ZKR,35.11,26.22,2.309999,0.949999,2.449999,
2006-04-16T20:07:50.624687,35.628421,26.659069,40.283203,ASTY,36.5795,26.4114,0.898996,3.188996,1.838996,2.398996
2006-04-16T20:07:50.624687,35.628421,26.659069,40.283203,LAST,35.16,25.48,2.395005,2.635005,2.235005,
2006-04-16T20:07:50.624687,35.628421,26.659069,40.283203,AMOS,36.7956,25.769,6.967997,5.967997,3.027997,2.167997
2006-04-17T07:33:47.596516,35.942635,23.866183,62.255859,AKYT,35.8686,23.2999,0.927,0.517,0.547,0.747
2006-04-17T07:33:47.596516,35.942635,23.866183,62.255859,RETH,35.2934,24.4948,4.278997,1.808997,1.848997,1.418997
2006-04-17T07:33:47.596516,35.942635,23.866183,62.255859,PE10,36.6469,22.8982,1.467001,1.057001,2.037001,11.097001
2006-04-17T07:33:47.596516,35.942635,23.866183,62.255859,FOLE,36.6216,24.9197,2.866997,2.366997,2.346997,2.666997
2006-04-17T07:33:47.596516,35.942635,23.866183,62.255859,SERI,37.161,24.4853,0.946998,0.706998,2.806998,3.436998
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,SERI,37.161,24.4853,0.743003,0.483003,11.953003,2.393003
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,IDHR,37.3908,23.2591,1.789004,1.329004,2.979004,4.229004
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,PE07,37.1478,22.8195,2.126999,1.646999,3.176999,3.066999
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,KEAI,37.6232,24.3191,1.005,0.885,14.405,1.015
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,AT04,37.7252,24.0496,0.725003,1.275003,1.375003,8.005003
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,FOLE,36.6216,24.9197,0.941998,1.141998,8.651998,11.271998
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,KYTH,36.1704,22.9887,3.473001,1.853001,1.643001,3.133001
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,PARS,37.0285,25.2253,1.135997,0.825997,9.105997,1.175997
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,PE05,37.5128,22.4553,1.956,1.356,1.136,0.366
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,IOSI,36.7347,25.3618,0.536997,14.796997,14.136997,11.016997
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,MYKO,37.4822,25.3844,1.358997,2.928997,4.158997,13.678997
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,PE02,37.8958,22.4907,1.518001,1.168001,0.868001,0.838001
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,PE06,37.1787,21.9252,1.671002,1.851002,3.241002,2.161002
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,PE09,36.7921,21.8879,1.005003,5.925003,0.955003,0.635003
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,IDI,35.29,24.89,2.130501,4.018001,1.843001,2.455501
2006-04-17T13:32:27.830717,36.901323,23.793348,84.106445,LAST,35.16,25.48,1.364002,2.844002,1.684002,
2006-04-18T10:29:13.444505,36.941178,28.203118,57.373047,TUR6,37.0159,28.4262,1.287,0.947,0.957,1.107
2006-04-18T10:29:13.444505,36.941178,28.203118,57.373047,TUR9,36.7015,28.0887,0.999,1.419,0.469,0.449
2006-04-18T10:29:13.444505,36.941178,28.203118,57.373047,TUR4,37.08,27.8077,2.392002,1.432002,0.932002,0.122002
2006-04-18T10:29:13.444505,36.941178,28.203118,57.373047,RHON,36.38,28.0844,3.341002,4.271002,3.321002,3.331002
2006-04-18T10:29:13.444505,36.941178,28.203118,57.373047,TUR8,36.8273,28.939,1.310999,1.350999,0.720999,1.100999
2006-04-18T10:29:13.444505,36.941178,28.203118,57.373047,TUR5,37.0302,27.3167,0.717,1.447,1.607,2.887
2006-04-18T10:29:13.444505,36.941178,28.203118,57.373047,TILO,36.4485,27.3535,0.587997,4.847997,5.407997,5.367997
2006-04-18T10:29:13.444505,36.941178,28.203118,57.373047,RHOS,36.011,27.8197,5.844003,4.644003,2.824003,5.534003
2006-04-18T10:29:13.444505,36.941178,28.203118,57.373047,ASTY,36.5795,26.4114,1.017998,1.837998,2.757998,8.237998
2006-04-18T10:29:13.444505,36.941178,28.203118,57.373047,KAPA,35.6402,27.1376,2.552003,2.542003,3.042003,3.032003
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,FOLE,36.6216,24.9197,0.660998,1.980998,0.640998,2.930998
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,RETH,35.2934,24.4948,2.220002,1.510002,2.700002,3.620002
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,IDI,35.29,24.89,4.305998,1.668498,1.093498,2.168498
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,SERI,37.161,24.4853,11.435,0.605,7.265,7.035
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,IOSI,36.7347,25.3618,1.418002,0.478002,2.838002,3.668002
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,KYTH,36.1704,22.9887,1.549002,2.909002,2.939002,4.259002
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,ANID,36.6251,25.6847,1.854997,6.234997,8.694997,4.174997
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,SCHI,36.8744,25.518,2.369001,0.879001,3.069001,0.429001
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,PE10,36.6469,22.8982,1.387998,1.387998,2.667998,12.157998
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,LAST,35.16,25.48,1.660002,1.220002,2.800002,
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,APE,37.07,25.53,0.650996,1.090996,4.130996,
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,SYRO,37.4569,24.9266,0.452999,0.652999,12.212999,6.972999
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,PE07,37.1478,22.8195,2.742998,2.092998,2.562998,2.202998
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,MYKO,37.4822,25.3844,0.957997,9.697997,14.327997,7.987997
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,PE08,36.8311,22.442,4.545004,6.185004,2.325004,2.055004
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,ANDR,37.8361,24.9482,0.759998,1.369998,8.819998,8.289998
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,AT01,38.0562,24.3784,0.767002,0.377002,5.917002,5.807002
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,AT02,38.0473,23.8638,0.776997,1.146997,5.316997,1.986997
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,PE05,37.5128,22.4553,2.284997,1.414997,2.004997,11.084997
2006-04-18T18:45:36.928390,36.111862,24.297272,74.707031,PE06,37.1787,21.9252,3.596998,10.666998,3.156998,2.186998
2006-04-18T21:06:16.933816,36.306919,26.229533,103.637695,ANID,36.6251,25.6847,0.534003,0.584003,4.124003,2.984003
2006-04-18T21:06:16.933816,36.306919,26.229533,103.637695,SANT,36.37,25.46,0.641003,0.521003,4.581003,
2006-04-18T21:06:16.933816,36.306919,26.229533,103.637695,AMOE,36.915,25.9788,1.547,1.217,2.197,5.747
2006-04-18T21:06:16.933816,36.306919,26.229533,103.637695,IOSI,36.7347,25.3618,0.540999,0.180999,4.750999,2.430999
2006-04-18T21:06:16.933816,36.306919,26.229533,103.637695,KAPA,35.6402,27.1376,0.726,0.506,0.466,0.946
2006-04-18T21:06:16.933816,36.306919,26.229533,103.637695,ZKR,35.11,26.22,4.179004,1.259004,0.579004,
2006-04-18T21:06:16.933816,36.306919,26.229533,103.637695,LAST,35.16,25.48,3.173,1.653,1.213,
2006-04-18T21:06:16.933816,36.306919,26.229533,103.637695,RHOS,36.011,27.8197,1.136996,1.136996,2.096996,1.506996
2006-04-18T21:06:16.933816,36.306919,26.229533,103.637695,IDI,35.29,24.89,1.521503,2.746503,2.571503,1.784003
2006-04-19T05:40:43.048960,36.642594,27.01688,138.549805,KOSI,36.7449,26.9517,2.623997,8.403997,0.303997,1.793997
